,SnomedCTConceptId,medcodeid,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments,X,X.1
688,703138006,2288071000000116,20000,C10P1-1,C10P111,Type 2 diabetes mellitus in remission,3007259013,NA,32,type ii diabetes mellitus in remission,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
689,703138006,2288061000000111,30000,C10P1,C10P100,Type II diabetes mellitus in remission,3007241010,NA,32,type ii diabetes mellitus in remission,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
690,70694009,3649791000006119,30,^ESCTDI364979,NA,Diabetes mellitus AND insipidus with optic atrophy AND deafness,117422014,NA,32,"Diab ins,diab mell,opt at,deaf",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
691,70694009,1848531000006116,70,PKyP,PKyP.00,"Diabetes insipidus, diabetes mellitus, optic atrophy and deafness",3028935019,NA,32,"Diab ins,diab mell,opt at,deaf",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
692,70694009,1233307015,300,PKyP-1,PKyP.11,Wolfram syndrome,1233307015,NA,32,"Diab ins,diab mell,opt at,deaf",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
693,713671000000109,21631000000117,2000000,9OL,9OL..00,Diabetes monitoring administration,1564911000000111,NA,37,diabetes clinic administration,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
694,713671000000109,16171000000110,100000,9OLZ,9OLZ.00,Diabetes monitoring admin.NOS,1564911000000111,NA,37,diabetes clinic administration,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
695,713691000000108,25261000000111,30000,9OL-1,9OL..11,Diabetes clinic administration,1564931000000115,NA,37,diabetes clinic administration,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
696,713702000,1667941000000112,400,C10EQ-1,C10EQ11,Type I diabetes mellitus with gastroparesis,3698406016,NA,32,Type 1 diabetes mellitus with gastroparesis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
698,713702000,12705071000006113,30,^ESCT1270507,NA,Gastroparesis due to type 1 diabetes mellitus,3297343012,NA,32,Type 1 diabetes mellitus with gastroparesis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
700,713702000,299601000000114,7000,C10EQ,C10EQ00,Gastroparesis with type 1 diabetes mellitus,3698406016,NA,32,Type 1 diabetes mellitus with gastroparesis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
702,713702000,7708051000006112,1,^ESCTGA770805,NA,Gastroparesis due to diabetes mellitus type I,3297354019,NA,32,Type 1 diabetes mellitus with gastroparesis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
704,713703005,12705081000006111,5,^ESCT1270508,NA,Gastroparesis due to type 2 diabetes mellitus,3297356017,NA,32,type 2 diabetes mellitus with gastroparesis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
706,713703005,299621000000117,5000,C10FR,C10FR00,Gastroparesis with type 2 diabetes mellitus,3698412014,NA,32,type 2 diabetes mellitus with gastroparesis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
708,713703005,1667921000000117,400,C10FR-1,C10FR11,Type II diabetes mellitus with gastroparesis,3698412014,NA,32,type 2 diabetes mellitus with gastroparesis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
710,716031000000106,139121000000119,600000,9h42,9h42.00,Excepted from diabetes quality indicators - informed dissent,1568591000000119,NA,37,Excepted from diabetes quality indicators: Informed dissent,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
711,716911000000104,139001000000110,50000,9h4,9h4..00,Exception reporting - diabetes quality indicators,1569461000000117,NA,37,Exception reporting: diabetes quality indicators,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
712,717421000000100,931191000006110,300000,9h41,9h41.00,Excepted from diabetes quality indicators - patient unsuitable,1569961000000114,NA,37,Excepted from diabetes qual indicators: Patient unsuitable,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
713,719216001,84891000006116,5,C109D-1,C109D11,Type II diabetes mellitus with hypoglycaemic coma,3316336015,NA,32,Type 2 diabetes mellitus with hypoglycaemic coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
715,719216001,459167016,200,C10FD,C10FD00,Type 2 diabetes mellitus with hypoglycaemic coma,3316336015,NA,32,Type 2 diabetes mellitus with hypoglycaemic coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
717,719216001,14090011000006118,3,^ESCT1409001,NA,Hypoglycaemic coma due to type 2 diabetes mellitus,3873347010,NA,32,Type 2 diabetes mellitus with hypoglycaemic coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
719,719216001,280511000006113,60,C109D,C109D00,Non-insulin dependent diabetes mellitus with hypoglyca coma,3316336015,NA,32,Type 2 diabetes mellitus with hypoglycaemic coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
721,719216001,459169018,70,C10FD-1,C10FD11,Hypoglycaemic coma co-occurrent and due to diabetes mellitus type II,3316336015,NA,32,Type 2 diabetes mellitus with hypoglycaemic coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
723,719216001,84521000006116,30,C109D-2,C109D12,Type 2 diabetes mellitus with hypoglycaemic coma,3316336015,NA,32,Type 2 diabetes mellitus with hypoglycaemic coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
725,719566006,2460251000000115,20000,66o2,66o2.00,Diabetic on non-insulin injectable medication,3316952014,NA,1,diabetic on non-insulin injectable medication,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
726,724276006,7854021000006118,2,^ESCTXL785402,NA,"X-linked immune dysregulation, polyendocrinopathy, enteropathy syndrome",3433491012,NA,32,"X-linked immune dysregulation, polyendocrinopathy, enteropathy syndrome",Diabetes,NA,['Manchester],diabetes.snomed.txt,NA,DM
727,73211009,913711000006112,1000,C10E9-2,C10E912,Insulin dependent diabetes maturity onset,121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
731,73211009,881441000006111,5000,C1000-99,C100099,Diabetes mellitus - juvenile,881441000006111,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
735,73211009,377001000006117,500,Cyu2,Cyu2.00,[X]Diabetes mellitus,121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
739,73211009,3690681000006114,5,^ESCTDM369068,NA,DM - Diabetes mellitus,502372015,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
743,73211009,616571000006118,1000,C10y1,C10y100,"Diabetes mellitus, adult, + other specified manifestation",121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
747,73211009,292621010,50,C10yz,C10yz00,Diabetes mellitus NOS with other specified manifestation,121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
751,73211009,772171000006114,100000,C108,C108.00,Insulin dependent diabetes mellitus,121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
755,73211009,121589010,6000000,C10,C10..00,Diabetes mellitus,121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
759,73211009,77727018,70000,C10E-2,C10E.12,Insulin dependent diabetes mellitus,121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
763,73211009,787111000006112,30000,C108-1,C108.11,IDDM-Insulin dependent diabetes mellitus,121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
767,73211009,616681000006116,100,C10y0,C10y000,"Diabetes mellitus, juvenile, + other specified manifestation",121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
771,73211009,293756010,70,Cyu20,Cyu2000,[X]Other specified diabetes mellitus,121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
775,73211009,772161000006119,90000,C1000-1,C100011,Insulin dependent diabetes mellitus,121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
779,73211009,13781000006113,10,C10yy,C10yy00,Other specified diabetes mellitus with other spec comps,121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
783,73211009,772151000006116,800,C1089,C108900,Insulin dependent diabetes maturity onset,121589010,NA,32,Diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
787,736284000,2474334019,200000,8CR2,8CR2.00,Diabetes clinical management plan,3517021014,NA,32,Diabetes clinical management plan,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
788,737212004,3527174019,1,^ESCT1167508,NA,Diabetes mellitus caused by chemical,3527174019,NA,32,Diabetes mellitus caused by chemical,Diabetes,NA,['Manchester],diabetes.snomed.txt,NA,DM
789,739681000,913491000006111,3,C10E1-1,C10E111,Type I diabetes mellitus with ophthalmic complications,3698438014,NA,32,"diabetes mellitus, juvenile type, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
790,739681000,12702381000006118,3,^ESCT1270238,NA,Diabetic oculopathy due to type I diabetes mellitus,3537386015,NA,32,"diabetes mellitus, juvenile type, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
791,739681000,14091771000006115,3,^ESCT1409177,NA,Disorder of eye due to type 1 diabetes mellitus,3779414013,NA,32,"diabetes mellitus, juvenile type, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
792,739681000,913481000006113,400,C10E1,C10E100,Type 1 diabetes mellitus with ophthalmic complications,3537386015,NA,32,"diabetes mellitus, juvenile type, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
793,739681000,616601000006113,200,C1050,C105000,"Diabetes mellitus, juvenile type, + ophthalmic manifestation",3537386015,NA,32,"diabetes mellitus, juvenile type, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
794,739681000,84401000006113,80,C1081-2,C108112,Type 1 diabetes mellitus with ophthalmic complications,3537386015,NA,32,"diabetes mellitus, juvenile type, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
795,739681000,84771000006114,30,C1081-1,C108111,Disorder of eye with type 1 diabetes mellitus,3698438014,NA,32,"diabetes mellitus, juvenile type, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
796,74627003,292622015,800,C10z,C10z.00,Diabetes mellitus with unspecified complication,123939015,NA,32,Diabetes mellitus with unspecified complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
799,74627003,292626017,500,C10zz,C10zz00,Diabetic complication,123939015,NA,32,Diabetes mellitus with unspecified complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
802,74627003,13811000006110,30,C10zy,C10zy00,Other specified diabetes mellitus with unspecified comps,123939015,NA,32,Diabetes mellitus with unspecified complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
805,74627003,292617015,2000,C10y,C10y.00,Diabetes mellitus with other specified manifestation,123939015,NA,32,Diabetes mellitus with unspecified complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
808,74627003,14060651000006114,50,^ESCT1406065,NA,Complication due to diabetes mellitus,3793248014,NA,32,Diabetes mellitus with unspecified complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
811,754101000000103,1665751000000119,800,66At0-1,66At011,Type 1 diabetic dietary review,1665751000000119,NA,1,type i diabetic dietary review,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
812,754101000000103,1658861000000113,100000,66At0,66At000,Type I diabetic dietary review,1658861000000113,NA,1,type i diabetic dietary review,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
813,754121000000107,1665721000000112,10000,66At1-1,66At111,Type 2 diabetic dietary review,1665721000000112,NA,1,type ii diabetic dietary review,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
814,754121000000107,1658901000000118,2000000,66At1,66At100,Type II diabetic dietary review,1658901000000118,NA,1,type ii diabetic dietary review,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
815,75524006,719531000006118,200,C10A,C10A.00,Malnutrition related diabetes mellitus,125439011,NA,32,malnutrition-related diabetes mellitus,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
816,75524006,1550571000000114,40,C10A-1,C10A.11,Jamaica type diabetes,1550571000000114,NA,32,malnutrition-related diabetes mellitus,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
817,75682002,125705011,9,ESCTDI19,NA,Diabetes mellitus due to insulin receptor antibodies,125705011,NA,32,DM,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
818,763782001,2548633012,4000,8I57,8I57.00,Provision of patient held diabetes record refused,3643843012,NA,32,patient held diabetic record declined,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
819,763782001,12010081000006119,20,^ESCT1201008,NA,Provision of patient held diabetes record declined,3643834015,NA,32,patient held diabetic record declined,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
820,829521000000104,2156571000000116,300000,67D8,67D8.00,Provision of diabetes clinical summary,2156571000000116,NA,17,provision of diabetes clinical summary,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
821,851501000000106,2205911000000116,10000,8CMW7,8CMW700,Diabetes clinical pathway,2205911000000116,NA,32,diabetes clinical pathway,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
823,867891000000101,2243331000000115,3000,K27y7,K27y700,Erectile dysfunction due to diabetes mellitus,2243331000000115,NA,32,erectile dysfunction due to diabetes mellitus,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
825,876381000000100,2262381000000117,800,66AH2,66AH200,Conversion to insulin by diabetes specialist nurse,2262381000000117,NA,1,conversion to insulin by diabetes specialist nurse,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
826,8801005,189721000000113,20,C10N0,C10N000,Secondary diabetes mellitus without complication,15518018,NA,32,Secondary diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
828,8801005,15518018,3000,C10N,C10N.00,Secondary diabetes mellitus,15518018,NA,32,Secondary diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
830,927821000000100,2378231000000112,2000,8Hgd,8Hgd.00,Discharge from secondary care diabetes service,2378231000000112,NA,40,discharge from secondary care diabetes service,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
831,928851000000109,2380481000000115,200,66o1,66o1.00,Enquiry about diabetic erectile dysfunction declined,2380481000000115,NA,1,enquiry about diabetic erectile dysfunction declined,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
832,932321000000105,2388971000000113,400000,918D0,918D000,Name of care coordinator,2388971000000113,NA,37,diabetes key contact,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
833,932321000000105,2159854012,4000,918T,918T.00,Diabetes key contact,2388971000000113,NA,37,diabetes key contact,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
834,976341000000101,1966311000006116,20000,66o5,66o5.00,Diabetic on oral treatment and glucagon-like peptide 1 receptor agonist,2483721000000113,NA,1,diabetic on oral treatment and glucagon-like peptide 1,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
